# Tetrahedron method
       11.6127887920        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.7372692442        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.8617496965        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.9862301488        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.1107106010        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.2351910533        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.3596715055        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.4841519578        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.6086324101        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.7331128623        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.8575933146        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.9820737668        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.1065542191        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.2310346713        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.3555151236        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.4799955759        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.6044760281        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.7289564804        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.8534369326        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.9779173849        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.1023978372        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.2268782894        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.3513587417        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.4758391939        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.6003196462        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.7248000984        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.8492805507        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.9737610030        0.0000000000        0.0000000000        0.0000000000        0.0000000000
