20 -301.68231525
25 -317.62448866
30 -329.34428594
35 -337.32641839
40 -342.33243676
50 -346.56939635
100 -347.51817649
150 -347.51871394
200 -347.51875560
250 -347.51879769
300 -347.51880321
350 -347.51880496
400 -347.51880609
450 -347.51880688
500 -347.51880709
