10 -347.51875084
15 -347.51875600
20 -347.51875560
25 -347.51875569
30 -347.51875566
35 -347.51875568
40 -347.51875589
45 -347.51875586
50 -347.51875586
55 -347.51875594
60 -347.51875586
65 -347.51875597
70 -347.51875580
